"Местное время в Светлом";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.09.2020 20:00";"8.0";"727.0";"";"";"52";"Ветер, дующий с запада";"2";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.09.2020 17:00";"9.0";"726.0";"";"";"55";"Ветер, дующий с юго-запада";"2";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.09.2020 14:00";"8.0";"724.0";"";"";"63";"Ветер, дующий с юго-востока";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.09.2020 11:00";"6.0";"722.0";"";"";"92";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.09.2020 08:00";"7.0";"720.0";"";"";"99";"Ветер, дующий с юго-запада";"1";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.09.2020 05:00";"6.0";"719.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.09.2020 02:00";"6.0";"720.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 23:00";"6.0";"721.0";"";"";"92";"Штиль, безветрие";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 20:00";"6.0";"721.0";"";"";"93";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 17:00";"7.0";"721.0";"";"";"41";"Ветер, дующий с юго-запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 14:00";"9.0";"721.0";"";"";"48";"Ветер, дующий с запада";"1";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 11:00";"5.0";"723.0";"";"";"62";"Штиль, безветрие";"0";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 08:00";"0.0";"725.0";"";"";"80";"Штиль, безветрие";"0";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 05:00";"-2.0";"726.0";"";"";"89";"Ветер, дующий с северо-запада";"1";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.09.2020 02:00";"-1.0";"727.0";"";"";"87";"Ветер, дующий с северо-запада";"1";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 23:00";"-1.0";"728.0";"";"";"88";"Штиль, безветрие";"0";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 20:00";"2.0";"729.0";"";"";"63";"Штиль, безветрие";"0";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 17:00";"12.0";"729.0";"";"";"32";"Ветер, дующий с юго-востока";"1";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 14:00";"12.0";"729.0";"";"";"36";"Ветер, дующий с юго-востока";"2";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 11:00";"4.0";"731.0";"";"";"56";"Ветер, дующий с востока";"1";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 08:00";"-3.0";"733.0";"";"";"95";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 05:00";"-3.0";"734.0";"";"";"99";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.09.2020 02:00";"-2.0";"734.0";"";"";"84";"Штиль, безветрие";"0";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 23:00";"-1.0";"735.0";"";"";"83";"Штиль, безветрие";"0";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 20:00";"4.0";"735.0";"";"";"66";"Ветер, дующий с юго-востока";"1";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 17:00";"15.0";"735.0";"";"";"40";"Штиль, безветрие";"0";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 14:00";"16.0";"735.0";"";"";"31";"Ветер, дующий с юга";"3";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 11:00";"7.0";"737.0";"";"";"55";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 08:00";"-2.0";"739.0";"";"";"96";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 05:00";"-4.0";"738.0";"";"";"96";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.09.2020 02:00";"-2.0";"738.0";"";"";"91";"Штиль, безветрие";"0";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.09.2020 23:00";"0.0";"738.0";"";"";"84";"Штиль, безветрие";"0";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.09.2020 20:00";"5.0";"738.0";"";"";"64";"Ветер, дующий с юго-востока";"1";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.09.2020 17:00";"18.0";"736.0";"";"";"17";"Ветер, дующий с северо-запада";"1";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.09.2020 14:00";"18.0";"737.0";"";"";"20";"Ветер, дующий с юго-востока";"1";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.09.2020 11:00";"9.0";"738.0";"";"";"56";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.09.2020 08:00";"-1.0";"739.0";"";"";"";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.09.2020 05:00";"-3.0";"739.0";"";"";"98";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.09.2020 02:00";"-1.0";"739.0";"";"";"96";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.09.2020 23:00";"1.0";"738.0";"";"";"96";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.09.2020 20:00";"7.0";"737.0";"";"";"73";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.09.2020 17:00";"17.0";"736.0";"";"";"32";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.09.2020 14:00";"16.0";"736.0";"";"";"42";"Ветер, дующий с юго-востока";"1";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.09.2020 11:00";"12.0";"737.0";"";"";"68";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.09.2020 08:00";"5.0";"737.0";"";"";"98";"Ветер, дующий с северо-запада";"1";"";"";"";"Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.09.2020 05:00";"6.0";"737.0";"";"";"97";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.09.2020 02:00";"8.0";"737.0";"";"";"93";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.09.2020 23:00";"8.0";"737.0";"";"";"93";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.09.2020 20:00";"8.0";"736.0";"";"";"95";"Ветер, дующий с северо-запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.09.2020 17:00";"8.0";"735.0";"";"";"96";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.09.2020 14:00";"8.0";"735.0";"";"";"94";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.09.2020 11:00";"5.0";"735.0";"";"";"97";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.09.2020 08:00";"4.0";"735.0";"";"";"97";"Ветер, дующий с северо-запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.09.2020 05:00";"5.0";"734.0";"";"";"95";"Ветер, дующий с северо-востока";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.09.2020 02:00";"6.0";"734.0";"";"";"79";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.09.2020 23:00";"8.0";"733.0";"";"";"75";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.09.2020 20:00";"10.0";"733.0";"";"";"68";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
